table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1982/83,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,7.83636,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2054.085,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,2.1,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2056.185,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,648.406,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1407.779,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1983/84,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.98075,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,1816.5,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,5.1,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,1821.6,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,513.964,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1307.636,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1984/85,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.50658,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2169.4,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,5.5,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2174.9,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,705.209,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1469.591,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1985/86,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.13255,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2401.59,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,4,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2405.59,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,871.371,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1534.219,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1986/87,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.35,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2666.35,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,11,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2677.35,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1045.543,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1631.807,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1987/88,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.69,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2791.31,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,8.5,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2799.81,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1173.749,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1626.061,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1988/89,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.6,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,1765.2,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,9.973,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,1775.173,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,633.454,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1141.719,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1989/90,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,4.5915,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2484.943,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,16.478,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2501.421,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1025.9122,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1475.5088,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1990/91,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.86,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2499.65,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,23.465,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2523.115,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1012.323,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1510.792,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1991/92,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.92,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2546.6,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,27.44,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2574.04,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,972.2,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1601.7,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1992/93,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.2,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2568.3,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,32.2,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2600.5,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1011.3,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Domestic availability,Grapefruit,Fresh,United States,1589.2,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1993/94,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.07,pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1994/95,Marketing year,September,NA,Utilized production,Grapefruit,Fresh,United States,2630.34,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1994/95,Marketing year,September,NA,Imports,Grapefruit,Fresh,United States,29.6,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1994/95,Marketing year,September,NA,Supply,Grapefruit,Fresh,United States,2659.94,million pounds
"Table G-15--Grapefruit, fresh: Supply and availability, 1980/81 to date",1994/95,Marketing year,September,NA,Exports,Grapefruit,Fresh,United States,1071.2,million pounds
